,text,label
0,편안해보이는 영상의 원본은 집안을 울리는 공사소리얼마전 삐그덕대던 보일러가 드디어 멈춰버려 엔진을 통째로 갈고 설비기사님까지 출동했네요주말에도 디자인컨펌 하느라 헤드폰 끼고 서재에서 일하는중인데 세탁실과 주방이 난리도 아니라 요리는 포기하고 포장해온 도넛과 버거로 일요일을 신나게 일하며 보내 봐야겠어요요즘 자주먹는 #GFFG 브랜드의 #노티드도넛 은 다양한 도전에도 역시 #우유생크림 과 바닐라 앙버터가 베스트레몬크림과 초코푸딩 누텔라는 내맛이 아닌걸로같은 브랜드의 옆집 #다운타우너 는 포장해오니 맛은 감소되지만 육즙가득 감칠맛 나는 #수제버거 를 칼질 없이 먹기 편한 아보카도가 늘 다운타우너의 베스트그리고체기와 두통으로 고생했다던 이전 피드에 댓글과 디엠으로 걱정해주신 분들 너무 감사해요 지금 제게 중요한 시기라는걸 몸도 아는지 바로 다음날부터 씻은 듯 괜찮아졌어요사실 이번학기에 제게 새롭게 주어진 임무가 막중한지라 몸이 스스로 조심하라는 신호를 보내준것이라 생각해요 늘 따뜻한 말들 감사해요#비온더테이블#GoodFoodForGood#다운타우너는양파피클많이#광고아님,0
1,# #  #  #  3      에   # #     2            # #                   # #                ,0
2,다들 날씨도 좋은데 파출소포차 하세요무야호dantbar1987,0
3,사진맛집브런치맛집아날로그 포레스트analogforest 인천사시는분들 꼭가보세요온실속에서 브런치먹기봄이기다려져요예쁜사장님도 너무 친절하시고#석고맛집은 #이플아뜰리에 #일상 #데일리 #브런치 #부평브런치 #브런치맛집 #커피도맛있지참 #광고아님 #석고방향제 #이플아뜰리에 #특별한선물 #집들이선물 #이사선물 #개업선물 #카페인테리어,0
4,몇개월전 이미 아이언은 바꿨지만 이제 올리네 아버지채 받아서 쓰다가 얼마전 태일러메이드 p790으로 아이언세트 바꾸오 지난주에 역시 물려받아 쓰던 웨지와 우선으로 드라이버 바꿈 드라이버는 최근 나온 sim2max 평이 좋아 바꾸고 오늘 처음 쳐봤는데 일단 회전 후 타격감 너무 만족하고 해드가 가벼워서 인지 맞고 뻤어갈 때 쭉 뻤어지는 느낌 웨지도 클리브랜드 보다 주변 추천으로 태일러메이드 MG2 50도와 56도 구매 어쩌다 보니 전부 테일러메이드네 ㅎㅎㅎ 의도한건 아니였음 아이언커버는 지난달에 구매한 ANEWGOLF 아이언커버 #육아스타그램#아들스타그램#아빠스타드램#7세아들#싱글대디#골린이#초보골퍼#3년째초보#필드가자#테일러메이드#테일러메이드sim2max#테일러메이드mg2#테일러메이드p790#어뉴골프#어뉴골프아이언커버#내돈내산#광고아님#인천송도#송도센트럴파크,0
5,#랑콩뜨레#딸기몽블랑#현대백화점#광고아님화이트 데이 인님들은 어떻게 보내고 계신가요저는 쇼핑도 할겸 백화점에 들렀어요  요즘은 마스크 착용하니 화장도 안하게되고 옷도 편한 복장만 찾는 것 나만 그런가요 많이 돌아다니면 위험하기도 하고 이런저런 이유로 옷구경은 걍패스지하매장 돌다가 언제나 그러하듯 울산과 경주에서 유명한 베이커리 랑콩뜨레로 고고여전히 손님들은 많네요딸기 몽블랑 8000 실은 케이크 사려고 갔는데 마주치는 순간 헉 비주얼에 심쿵첫눈에 반해 고민없이 바로 모셔 왔어요근데 집에와서보니 형태가 무너져 모양이 약간 변해 속상하네요 ㅠㅠ빵은 겹겹이 페스츄리로 결이 찢어지면서  쫄깃했으며  부드러운 생크림은 많이 달지 않아 좋았어요게다가 상큼한 딸기와 함께하니 환상의 조합이지요풍부하고 달콤한 생크림에 치여 오늘도 행복지수 만땅입니당인님들 휴일 남은 시간 달달하게 보내세요#먹스타그램#선팔#맞팔#f4f#현대백화점울산점#디저트#몽블랑#페스츄리#빵#화이트데이,0
6,#oldboy#스끼야끼 #부산맛집 #서면맛집 #스끼야끼맛집#광고아님 #찐맛집뜨끈한게 생각나는날 추천가격대는 좀 있습니다먹다가 중간에 우동사리 추가마지막에 죽을 해먹으면 클리어진심 다이어트 물건너 감 #다이어트는내일부터 #다이어트#극한의다이어터 #다이어터,0
7,#외출  불광천에 오리랑 멍멍이들 보고좋아하는줄 알았더니#스타벅스 가 너의 시선을사로잡아꾸나 #광고아님    #불광천 #산책 #유모차 #부릉부릉 #엄마닮아 #스벅매니아 #육아일기 #육아소통 #11개월 #베이비그램 #차니야 #커피는 #엄마에게 #술은 #아빠에게 #물론 #어른되면 #언제크냐 #이제 #겨우 #돌인데,0
8,넘나 해보고팠던 #애쉬바이올렛하나하나 해보고 싶었던 일들을 하고 있는 요즘#탈색 두 그 중 하나#여자는머리빨 이란 말이 있듯이 한번 망치면 되돌릴 수 부분이라 정말 힘든 결정이었지만 울 쌤 덕분에 내 #버킷리스트에 또 하나의 줄을 그을 수 있게 되었다그리고 나는 이후 길을 갈때마다 머리 어디서 했냐는 질문을 수없이 받게 되었다는ㅋㅋ#빛의각도에따라#달라지는색감#너무나매력적인#애쉬바이올렛묭실에 있는 빗이랑 색깔이 똑같다ㅋㅋㅋㅋ#혁신도시헤어샵#각산동헤어샵#각산동#머리맛집#머리잘하는곳#반야월#헤어바니#걸어다니는홍보물#광고아님#추천임#그래도#원장님모르는척은안하시겠지#반야월미용실#미용실추천#대구동구미용실#애쉬바이올렛,0
9,21313 주말 나들이세번째 방문인데후정말 이사하고 싶은 맛이닿ㅎㅎ이번엔 파티원 한명 더 모집해서 피자까지 뿌시고 왔닼ㅋㅋㅋㅋㅋ행복해배달포장까지 하시니까 바로 집에 가는 일정이면포장하고 싶었다ㅠㅠ정말 요새 음식 땡기는거 없었는데 폭풍흡입맛있는 음식 좋은 사람들과 함께하니환상이였닿ㅎㅎㅎㅎㅎ진짜 찐친들 데려가서 행복하게 해주고 싶은 맛이당조만간 또 정복하러 가야쥐 남자 1 여자 2 뿌시고 온 메뉴1 베이컨 포테이토 피자 16000원메쉬드 포테이토에 베이컨갈릭마요를 올린 단짠의 진리2 게살 시금치 크림 17000원사장님이 직접 만드신 수제 시금치 페스토에 게살과 날치알이 합세해서 식감도 재밋고 존맛탱3 빼쉐 14500원해장하기 딱 좋은 얼큰한 국물 파스타ㅠㅠ 토마토랑 해산물 잔뜩 넣어서 속이 쫙풀리고 션하다4 찹스테이크볶음밥18000원쉽게 접할 수 있는 맛이지만 어쩜 고기를 그렇게 부드럽고 맛있게 구워주시는지ㅠㅠ위치  경기 평택시 비전동 10439 1층 운영시간  AM 1130  PM 2300 월요일 휴무주차가능 바로 앞 퀸즈타워 주차권 1시간 무료 발급 해주심광고아님 찐 감동먹고 올림#평택맛집  #소사벌맛집 #평택소사벌 #평택카페거리#비전동맛집 #비전동 #벌키 #평택파스타맛집 #평택피자맛집#존맛탱구리 #jmt #맛집탐방 #맛집강추 #먹스타 #맛스타#좋아요 #주말나들이 #먹부림 #광고아님 #내진심임 #단호,0
